g,type,rco,ti,at,n0,p,a,r1,theta,v
24,mean,9886.43708929,0.00478571428571,0.0,1.35,2.84481107407e-05,1.49042857143,934.14,3.14151630468,1.34005897084e-05
25,best,9850.01125,0.00525,0.0,1.35,2.8553267839e-05,1.4895,934.14,3.14151597479,1.34561064227e-05
25,mean,9882.29798494,0.00503313253012,0.0,1.35,2.84600277571e-05,1.48993373494,934.14,3.14151624734,1.3409383713e-05
26,best,9860.0105,0.00675,0.0,1.35,2.85243095277e-05,1.4865,934.14,3.14151589796,1.34618358299e-05
26,mean,9877.93598476,0.00519512195122,0.0,1.35,2.84725892038e-05,1.4896097561,934.14,3.14151619701,1.34173859474e-05
27,best,9850.01125,0.006,0.0,1.35,2.8553267839e-05,1.488,934.14,3.14151589749,1.34657971917e-05
27,mean,9873.98535542,0.00529518072289,0.0,1.35,2.84839906852e-05,1.48940963855,934.14,3.14151615614,1.34240439883e-05
28,best,9850.01125,0.00675,0.0,1.35,2.8553267839e-05,1.4865,934.14,3.14151582004,1.34755024896e-05
28,mean,9865.1952963,0.00538888888889,0.0,1.35,2.85093654743e-05,1.48922222222,934.14,3.14151607835,1.34372124283e-05
29,best,9840.012,0.0075,0.0,1.35,2.8582282539e-05,1.485,934.14,3.14151566428,1.34989254972e-05
29,mean,9856.79645536,0.00553571428571,0.0,1.35,2.85336536763e-05,1.48892857143,934.14,3.14151599796,1.34505583868e-05
30,best,9830.01275,0.00825,0.0,1.35,2.86113572656e-05,1.4835,934.14,3.14151550804,1.35224112509e-05
30,mean,9851.30527059,0.00563823529412,0.0,1.35,2.85495454591e-05,1.48872352941,934.14,3.14151594468,1.34593773779e-05
31,best,9830.01275,0.00975,0.0,1.35,2.86113572656e-05,1.4805,934.14,3.14151535171,1.35419637564e-05
31,mean,9847.66574691,0.00597222222222,0.0,1.35,2.85601031296e-05,1.48805555556,934.14,3.1415158818,1.34686787503e-05
32,best,9830.01275,0.0105,0.0,1.35,2.86113572656e-05,1.479,934.14,3.14151527331,1.35517620708e-05
32,mean,9843.57495115,0.00662068965517,0.0,1.35,2.85719615304e-05,1.48675862069,934.14,3.14151578282,1.34826758381e-05
33,best,9830.01275,0.0105,0.0,1.35,2.86113572656e-05,1.479,934.14,3.14151527331,1.35517620708e-05
33,mean,9839.88855247,0.00735185185185,0.0,1.35,2.8582666458e-05,1.4852962963,934.14,3.14151567821,1.34972196277e-05
34,best,9830.01275,0.01125,0.0,1.35,2.86113572656e-05,1.4775,934.14,3.14151519475,1.3561575136e-05
34,mean,9836.904125,0.00849324324324,0.0,1.35,2.85913321342e-05,1.48301351351,934.14,3.14151553638,1.35161446339e-05
35,best,9820.0135,0.0105,0.0,1.35,2.86404901999e-05,1.479,934.14,3.14151519452,1.35655608777e-05
35,mean,9835.76231875,0.00909375,0.0,1.35,2.85946629901e-05,1.4818125,934.14,3.14151546509,1.35255185724e-05
36,best,9820.0135,0.0105,0.0,1.35,2.86404901999e-05,1.479,934.14,3.14151519452,1.35655608777e-05
36,mean,9836.59762195,0.00951219512195,0.0,1.35,2.85922328769e-05,1.48097560976,934.14,3.14151542805,1.35298225633e-05
37,best,9820.0135,0.01125,0.0,1.35,2.86404901999e-05,1.4775,934.14,3.14151511588,1.35753839349e-05
37,mean,9833.6710122,0.00989634146341,0.0,1.35,2.86007381608e-05,1.48020731707,934.14,3.14151536498,1.35388602439e-05
38,best,9820.0135,0.012,0.0,1.35,2.86404901999e-05,1.476,934.14,3.14151503709,1.35852217902e-05
38,mean,9830.76269375,0.010434375,0.0,1.35,2.86091993985e-05,1.47913125,934.14,3.14151528591,1.35498917882e-05
39,best,9810.01425,0.01125,0.0,1.35,2.86696831608e-05,1.4775,934.14,3.14151503685,1.35892211859e-05
39,mean,9827.5129375,0.010846875,0.0,1.35,2.86186544372e-05,1.47830625,934.14,3.14151521717,1.35597637528e-05
40,best,9810.01425,0.012,0.0,1.35,2.86696831608e-05,1.476,934.14,3.14151495797,1.35990690689e-05
40,mean,9822.92467405,0.01125,0.0,1.35,2.86320204787e-05,1.4775,934.14,3.14151513876,1.35713746537e-05
41,best,9800.015,0.012,0.0,1.35,2.86989361484e-05,1.476,934.14,3.1415148787,1.36129448204e-05
41,mean,9818.80877108,0.0115572289157,0.0,1.35,2.86440239923e-05,1.47688554217,934.14,3.141515074,1.35810925132e-05
42,best,9810.01425,0.01275,0.0,1.35,2.86696831608e-05,1.4745,934.14,3.14151487893,1.36089317976e-05
42,mean,9817.0000274,0.0115890410959,0.0,1.35,2.86492963014e-05,1.47682191781,934.14,3.14151505636,1.35840113172e-05
43,best,9810.01425,0.01425,0.0,1.35,2.86696831608e-05,1.4715,934.14,3.14151472037,1.36287019228e-05
43,mean,9815.81628395,0.0118055555556,0.0,1.35,2.86527558925e-05,1.47638888889,934.14,3.14151502419,1.35884969775e-05
44,best,9800.015,0.0135,0.0,1.35,2.86989361484e-05,1.473,934.14,3.14151472029,1.36327052982e-05
44,mean,9813.13089935,0.0123506493506,0.0,1.35,2.86605934109e-05,1.4752987013,934.14,3.14151494554,1.35993785754e-05
45,best,9800.015,0.01425,0.0,1.35,2.86989361484e-05,1.4715,934.14,3.14151464085,1.364260791e-05
45,mean,9812.39502381,0.0126875,0.0,1.35,2.86627446041e-05,1.474625,934.14,3.14151490419,1.36048301514e-05
46,best,9790.01575,0.01425,0.0,1.35,2.87282473437e-05,1.4715,934.14,3.14151456117,1.36565415674e-05
46,mean,9807.92138372,0.0129680232558,0.0,1.35,2.86758218482e-05,1.47406395349,934.14,3.14151483914,1.36147281358e-05
47,best,9790.01575,0.01425,0.0,1.35,2.87282473437e-05,1.4715,934.14,3.14151456117,1.36565415674e-05
47,mean,9804.18135417,0.0133392857143,0.0,1.35,2.86867586207e-05,1.47332142857,934.14,3.14151477027,1.36248091637e-05
48,best,9800.015,0.01575,0.0,1.35,2.86989361484e-05,1.4685,934.14,3.14151448148,1.36624580437e-05
48,mean,9800.90100949,0.0135474683544,0.0,1.35,2.86963596766e-05,1.47290506329,934.14,3.1415147222,1.36321142765e-05
49,best,9780.0165,0.01425,0.0,1.35,2.87576203846e-05,1.4715,934.14,3.14151448133,1.36705046244e-05
49,mean,9797.68959302,0.0137180232558,0.0,1.35,2.87057713184e-05,1.47256395349,934.14,3.14151467861,1.3638833372e-05
50,best,9770.01725,0.015,0.0,1.35,2.87870534521e-05,1.47,934.14,3.14151432147,1.3694444238e-05
50,mean,9793.09244231,0.013875,0.0,1.35,2.87192533273e-05,1.47225,934.14,3.14151462532,1.3647316524e-05
51,best,9770.01725,0.015,0.0,1.35,2.87870534521e-05,1.47,934.14,3.14151432147,1.3694444238e-05
51,mean,9786.96719817,0.0140945121951,0.0,1.35,2.87372227254e-05,1.47181097561,934.14,3.14151455321,1.36587568332e-05
52,best,9760.018,0.015,0.0,1.35,2.88165447273e-05,1.47,934.14,3.14151424122,1.37084736914e-05
52,mean,9783.58766071,0.0143303571429,0.0,1.35,2.87471538329e-05,1.47133928571,934.14,3.14151450114,1.3666602161e-05
53,best,9760.018,0.01575,0.0,1.35,2.88165447273e-05,1.4685,934.14,3.14151416113,1.37184469579e-05
53,mean,9777.5166875,0.014784375,0.0,1.35,2.87650002974e-05,1.47043125,934.14,3.14151440435,1.36811013478e-05
54,best,9770.01725,0.01725,0.0,1.35,2.87870534521e-05,1.4655,934.14,3.14151408094,1.37243786632e-05
54,mean,9774.68356667,0.01521,0.0,1.35,2.87733321845e-05,1.46958,934.14,3.14151433629,1.36907161102e-05
55,best,9760.018,0.01725,0.0,1.35,2.88165447273e-05,1.4655,934.14,3.14151400045,1.37384387833e-05
55,mean,9770.90325949,0.0157879746835,0.0,1.35,2.87844692898e-05,1.46842405063,934.14,3.14151424433,1.37036919906e-05
56,best,9750.01875,0.01725,0.0,1.35,2.88460978481e-05,1.4655,934.14,3.14151391978,1.37525283886e-05
56,mean,9768.75297701,0.0162155172414,0.0,1.35,2.87908052746e-05,1.46756896552,934.14,3.14151418139,1.37123943085e-05
57,best,9750.01875,0.018,0.0,1.35,2.88460978481e-05,1.464,934.14,3.14151383911,1.37625572887e-05
57,mean,9763.58916071,0.0164375,0.0,1.35,2.88060314883e-05,1.467125,934.14,3.14151411612,1.37226043205e-05
58,best,9730.02025,0.01725,0.0,1.35,2.89053878078e-05,1.4655,934.14,3.14151375796,1.37807951877e-05
58,mean,9760.94816279,0.0166569767442,0.0,1.35,2.88138346869e-05,1.46668604651,934.14,3.14151407136,1.37292433153e-05
59,best,9730.02025,0.01725,0.0,1.35,2.89053878078e-05,1.4655,934.14,3.14151375796,1.37807951877e-05
59,mean,9756.2087619,0.0168392857143,0.0,1.35,2.88278380529e-05,1.46632142857,934.14,3.14151401362,1.37383467508e-05
60,best,9720.021,0.01725,0.0,1.35,2.89351228275e-05,1.4655,934.14,3.1415136768,1.37949715143e-05
60,mean,9752.32626923,0.0168846153846,0.0,1.35,2.88393210632e-05,1.46623076923,934.14,3.14151397742,1.37444255407e-05
61,best,9730.02025,0.0195,0.0,1.35,2.89053878078e-05,1.461,934.14,3.14151351495,1.38109894606e-05
61,mean,9745.14411562,0.017128125,0.0,1.35,2.88605663172e-05,1.46574375,934.14,3.14151389325,1.37578105594e-05
62,best,9730.02025,0.02025,0.0,1.35,2.89053878078e-05,1.4595,934.14,3.14151343362,1.38210847738e-05
62,mean,9739.28784756,0.017487804878,0.0,1.35,2.88779165203e-05,1.46502439024,934.14,3.14151380721,1.37708921212e-05
63,best,9730.02025,0.02025,0.0,1.35,2.89053878078e-05,1.4595,934.14,3.14151343362,1.38210847738e-05
63,mean,9734.26993125,0.01779375,0.0,1.35,2.88927925112e-05,1.4644125,934.14,3.14151373364,1.37820823228e-05
64,best,9710.02175,0.01875,0.0,1.35,2.8964919693e-05,1.4625,934.14,3.1415134333,1.38293330121e-05
64,mean,9731.46458611,0.0181416666667,0.0,1.35,2.89011288866e-05,1.46371666667,934.14,3.14151367331,1.37907259256e-05
65,best,9710.02175,0.02025,0.0,1.35,2.8964919693e-05,1.4595,934.14,3.14151327046,1.38495498904e-05
65,mean,9728.45410241,0.0186054216867,0.0,1.35,2.8910081436e-05,1.46278915663,934.14,3.14151359876,1.38012226527e-05
66,best,9710.02175,0.02025,0.0,1.35,2.8964919693e-05,1.4595,934.14,3.14151327046,1.38495498904e-05
66,mean,9722.65238158,0.0188881578947,0.0,1.35,2.89273203443e-05,1.46222368421,934.14,3.14151352103,1.38132514639e-05
67,best,9700.0225,0.021,0.0,1.35,2.8994778404e-05,1.458,934.14,3.14151310687,1.38739687204e-05
67,mean,9718.64610312,0.019284375,0.0,1.35,2.89392322429e-05,1.46143125,934.14,3.14151344545,1.38242781808e-05
68,best,9710.02175,0.02175,0.0,1.35,2.8964919693e-05,1.4565,934.14,3.14151310695,1.38698282309e-05
68,mean,9717.28311012,0.0195357142857,0.0,1.35,2.89432969545e-05,1.46092857143,934.14,3.14151340713,1.38295978788e-05
69,best,9690.02325,0.021,0.0,1.35,2.90246989607e-05,1.458,934.14,3.14151302479,1.3888285673e-05
69,mean,9713.31418598,0.020112804878,0.0,1.35,2.89551356595e-05,1.45977439024,934.14,3.14151331204,1.38430339388e-05
70,best,9700.0225,0.02325,0.0,1.35,2.8994778404e-05,1.4535,934.14,3.1415128606,1.39044870926e-05
70,mean,9707.61686709,0.0206392405063,0.0,1.35,2.89721275191e-05,1.45872151899,934.14,3.14151320821,1.38582648771e-05
71,best,9690.02325,0.02325,0.0,1.35,2.90246989607e-05,1.4535,934.14,3.14151277826,1.39188355379e-05
71,mean,9704.16853049,0.0208353658537,0.0,1.35,2.89824340986e-05,1.45832926829,934.14,3.1415131586,1.38658430707e-05
72,best,9680.024,0.02325,0.0,1.35,2.90546795441e-05,1.4535,934.14,3.14151269575,1.39332127692e-05
72,mean,9698.9415,0.0210405405405,0.0,1.35,2.89980430475e-05,1.45791891892,934.14,3.14151309336,1.38760916485e-05
73,best,9680.024,0.024,0.0,1.35,2.90546795441e-05,1.452,934.14,3.14151261315,1.39434376299e-05
73,mean,9694.12550641,0.0211346153846,0.0,1.35,2.9012435614e-05,1.45773076923,934.14,3.14151304353,1.38842595991e-05
74,best,9680.024,0.024,0.0,1.35,2.90546795441e-05,1.452,934.14,3.14151261315,1.39434376299e-05
74,mean,9690.97555952,0.0217142857143,0.0,1.35,2.90218674005e-05,1.45657142857,934.14,3.14151295421,1.38966373376e-05
75,best,9680.024,0.024,0.0,1.35,2.90546795441e-05,1.452,934.14,3.14151261315,1.39434376299e-05
75,mean,9689.77635494,0.022287037037,0.0,1.35,2.90254615889e-05,1.45542592593,934.14,3.14151288172,1.39061214044e-05
76,best,9670.02475,0.024,0.0,1.35,2.9084723792e-05,1.452,934.14,3.14151253038,1.39578559647e-05
76,mean,9685.70258642,0.0226666666667,0.0,1.35,2.90376664463e-05,1.45466666667,934.14,3.1415128065,1.39171316389e-05
77,best,9680.024,0.02475,0.0,1.35,2.90546795441e-05,1.4505,934.14,3.14151253038,1.39536780747e-05
77,mean,9684.27368125,0.023175,0.0,1.35,2.90419524617e-05,1.45365,934.14,3.14151273894,1.39260961116e-05
78,best,9680.024,0.0255,0.0,1.35,2.90546795441e-05,1.449,934.14,3.14151244744,1.3963934138e-05
78,mean,9679.53020988,0.0232962962963,0.0,1.35,2.9056175719e-05,1.45340740741,934.14,3.14151268646,1.39345682542e-05
79,best,9650.02625,0.024,0.0,1.35,2.91449978249e-05,1.452,934.14,3.14151236434,1.39867816742e-05
79,mean,9677.21933232,0.0234603658537,0.0,1.35,2.90631188119e-05,1.45307926829,934.14,3.14151264928,1.39401344114e-05
80,best,9660.0255,0.0255,0.0,1.35,2.91148298857e-05,1.449,934.14,3.14151228139,1.39928429203e-05
80,mean,9674.2016519,0.0238575949367,0.0,1.35,2.90721854981e-05,1.45228481013,934.14,3.1415125805,1.39499066727e-05
81,best,9650.02625,0.0255,0.0,1.35,2.91449978249e-05,1.449,934.14,3.14151219811,1.40073418969e-05
81,mean,9672.12335802,0.0242685185185,0.0,1.35,2.90784342656e-05,1.45146296296,934.14,3.14151251792,1.39585180192e-05
82,best,9640.027,0.02625,0.0,1.35,2.91752294288e-05,1.4475,934.14,3.14151203119,1.40321858056e-05
82,mean,9668.56144512,0.0246768292683,0.0,1.35,2.90891552939e-05,1.45064634146,934.14,3.14151244327,1.39692458732e-05
83,best,9640.027,0.027,0.0,1.35,2.91752294288e-05,1.446,934.14,3.14151194756,1.40425158928e-05
83,mean,9663.40024687,0.024946875,0.0,1.35,2.91046892244e-05,1.45010625,934.14,3.14151237056,1.39804009015e-05
84,best,9640.027,0.02775,0.0,1.35,2.91752294288e-05,1.4445,934.14,3.14151186375,1.40528617676e-05
84,mean,9657.77566875,0.025275,0.0,1.35,2.91216394544e-05,1.44945,934.14,3.14151228742,1.39930422607e-05
85,best,9630.02775,0.02775,0.0,1.35,2.92055228783e-05,1.4445,934.14,3.14151177987,1.40674532436e-05
85,mean,9653.74391987,0.0255769230769,0.0,1.35,2.91338041139e-05,1.44884615385,934.14,3.14151222032,1.40030319124e-05
86,best,9620.0285,0.02625,0.0,1.35,2.92358799925e-05,1.4475,934.14,3.14151186359,1.40613564409e-05
86,mean,9649.76985897,0.0259711538462,0.0,1.35,2.91458053862e-05,1.44805769231,934.14,3.14151214342,1.40142098235e-05
87,best,9620.0285,0.027,0.0,1.35,2.92358799925e-05,1.446,934.14,3.14151177979,1.40717080027e-05
87,mean,9648.0264,0.026446875,0.0,1.35,2.91510670195e-05,1.44710625,934.14,3.14151207593,1.40232826615e-05
88,best,9620.0285,0.02775,0.0,1.35,2.92358799925e-05,1.4445,934.14,3.14151169581,1.40820753849e-05
88,mean,9645.85989583,0.0268125,0.0,1.35,2.91576167824e-05,1.446375,934.14,3.14151201711,1.40314627712e-05
89,best,9620.0285,0.027,0.0,1.35,2.92358799925e-05,1.446,934.14,3.14151177979,1.40717080027e-05
89,mean,9641.93161905,0.0269196428571,0.0,1.35,2.91694955844e-05,1.44616071429,934.14,3.14151197232,1.40386549822e-05
90,best,9610.02925,0.027,0.0,1.35,2.92662989523e-05,1.446,934.14,3.14151169564,1.40863491464e-05
90,mean,9637.55804938,0.0271759259259,0.0,1.35,2.91827324232e-05,1.44564814815,934.14,3.14151190709,1.40485589557e-05
91,best,9610.02925,0.02775,0.0,1.35,2.92662989523e-05,1.4445,934.14,3.14151161157,1.40967273155e-05
91,mean,9632.67122989,0.0273879310345,0.0,1.35,2.91975381421e-05,1.44522413793,934.14,3.14151184243,1.40586123993e-05
92,best,9600.03,0.02925,0.0,1.35,2.92967833957e-05,1.4415,934.14,3.14151135832,1.41322364471e-05
92,mean,9627.46696646,0.0276768292683,0.0,1.35,2.92133279844e-05,1.44464634146,934.14,3.14151176636,1.40702091323e-05
93,best,9600.03,0.0285,0.0,1.35,2.92967833957e-05,1.443,934.14,3.14151144283,1.41218156555e-05
93,mean,9623.20473235,0.0278117647059,0.0,1.35,2.92262680673e-05,1.44437647059,934.14,3.14151171541,1.40783077952e-05
94,best,9600.03,0.02925,0.0,1.35,2.92967833957e-05,1.4415,934.14,3.14151135832,1.41322364471e-05
94,mean,9616.86418038,0.0280348101266,0.0,1.35,2.92455260933e-05,1.44393037975,934.14,3.14151163705,1.40906724845e-05
95,best,9600.03,0.03,0.0,1.35,2.92967833957e-05,1.44,934.14,3.14151127364,1.41426731977e-05
95,mean,9611.38717284,0.028037037037,0.0,1.35,2.92621949753e-05,1.44392592593,934.14,3.1415115906,1.40987362901e-05
96,best,9590.03075,0.03075,0.0,1.35,2.93273296847e-05,1.4385,934.14,3.14151110384,1.41678826984e-05
96,mean,9608.85286765,0.0285264705882,0.0,1.35,2.9269917179e-05,1.44294705882,934.14,3.14151151415,1.41092476679e-05
97,best,9590.03075,0.0315,0.0,1.35,2.93273296847e-05,1.437,934.14,3.14151101871,1.41783623885e-05
97,mean,9604.41991463,0.0289207317073,0.0,1.35,2.92834301501e-05,1.44215853659,934.14,3.14151143228,1.41212380489e-05
98,best,9580.0315,0.03075,0.0,1.35,2.93579414574e-05,1.4385,934.14,3.14151101872,1.41826710889e-05
98,mean,9599.17640549,0.0293323170732,0.0,1.35,2.92994137653e-05,1.44133536585,934.14,3.14151134154,1.41346685457e-05
99,best,9590.03075,0.03225,0.0,1.35,2.93273296847e-05,1.4355,934.14,3.14151093341,1.41888581609e-05
99,mean,9595.83278395,0.029787037037,0.0,1.35,2.93096270778e-05,1.44042592593,934.14,3.14151126184,1.41459249686e-05
100,best,9580.0315,0.03225,0.0,1.35,2.93579414574e-05,1.4355,934.14,3.14151084811,1.42036684456e-05
100,mean,9590.86402083,0.0303839285714,0.0,1.35,2.93248041695e-05,1.43923214286,934.14,3.14151115218,1.41615686158e-05
101,best,9580.0315,0.03225,0.0,1.35,2.93579414574e-05,1.4355,934.14,3.14151084811,1.42036684456e-05
101,mean,9588.43996023,0.0307244318182,0.0,1.35,2.93322151182e-05,1.43855113636,934.14,3.14151109307,1.41698924626e-05
102,best,9570.03225,0.03225,0.0,1.35,2.93886150757e-05,1.4355,934.14,3.14151076264,1.42185086518e-05
102,mean,9585.58663889,0.0308916666667,0.0,1.35,2.93409483776e-05,1.43821666667,934.14,3.14151104981,1.4176447642e-05
103,best,9560.033,0.0315,0.0,1.35,2.94193541777e-05,1.437,934.14,3.14151076256,1.42228518331e-05
103,mean,9583.05452907,0.0310988372093,0.0,1.35,2.93487065328e-05,1.43780232558,934.14,3.14151100469,1.41830938679e-05
104,best,9560.033,0.0315,0.0,1.35,2.94193541777e-05,1.437,934.14,3.14151076256,1.42228518331e-05
104,mean,9579.29081481,0.0313703703704,0.0,1.35,2.93602375161e-05,1.43725925926,934.14,3.14151094175,1.41924656666e-05
105,best,9550.03375,0.0315,0.0,1.35,2.94501569442e-05,1.437,934.14,3.14151067681,1.42377434988e-05
105,mean,9575.40684687,0.03174375,0.0,1.35,2.93721407616e-05,1.4365125,934.14,3.14151086616,1.42034472141e-05
106,best,9550.03375,0.03225,0.0,1.35,2.94501569442e-05,1.4355,934.14,3.14151059115,1.4248283229e-05
106,mean,9570.67322756,0.0319326923077,0.0,1.35,2.93866671246e-05,1.43613461538,934.14,3.14151080417,1.4213121461e-05
107,best,9550.03375,0.033,0.0,1.35,2.94501569442e-05,1.434,934.14,3.14151050531,1.42588391447e-05
107,mean,9568.28819477,0.0321540697674,0.0,1.35,2.93939975923e-05,1.43569186047,934.14,3.1415107585,1.42197736098e-05
108,best,9540.0345,0.033,0.0,1.35,2.94810251944e-05,1.434,934.14,3.14151041921,1.427378458e-05
108,mean,9564.51984295,0.0323653846154,0.0,1.35,2.9405582399e-05,1.43526923077,934.14,3.14151070211,1.42283443772e-05
109,best,9540.0345,0.033,0.0,1.35,2.94810251944e-05,1.434,934.14,3.14151041921,1.427378458e-05
109,mean,9560.91900949,0.0325727848101,0.0,1.35,2.94166490411e-05,1.43485443038,934.14,3.14151064755,1.42366153589e-05
110,best,9540.0345,0.033,0.0,1.35,2.94810251944e-05,1.434,934.14,3.14151041921,1.427378458e-05
110,mean,9555.89537931,0.032775862069,0.0,1.35,2.94321127157e-05,1.43444827586,934.14,3.14151058123,1.42469542734e-05
111,best,9540.0345,0.0345,0.0,1.35,2.94810251944e-05,1.431,934.14,3.14151024681,1.42949672911e-05
111,mean,9553.83093354,0.032914556962,0.0,1.35,2.94384744502e-05,1.43417088608,934.14,3.1415105476,1.42519872435e-05
112,best,9540.0345,0.0345,0.0,1.35,2.94810251944e-05,1.431,934.14,3.14151024681,1.42949672911e-05
112,mean,9549.37590461,0.0331677631579,0.0,1.35,2.94522057725e-05,1.43366447368,934.14,3.1415104803,1.42622009189e-05
113,best,9530.03525,0.0345,0.0,1.35,2.95119571092e-05,1.431,934.14,3.14151016035,1.4309965776e-05
