g,type,rco,ti,at,n0,p,a,r1,theta,v
24,best,9900.0075,0.0075,0.0,1.35,2.8409069273e-05,1.485,934.14,3.14151613084,1.34171198202e-05
24,mean,9919.24656329,0.00653164556962,0.0,1.35,2.83539943724e-05,1.48693670886,934.14,3.14151637859,1.33786574188e-05
25,best,9900.0075,0.00825,0.0,1.35,2.8409069273e-05,1.4835,934.14,3.14151605347,1.3426805111e-05
25,mean,9916.898125,0.00685135135135,0.0,1.35,2.83607014353e-05,1.4862972973,934.14,3.14151632772,1.33859347874e-05
26,best,9900.0075,0.00825,0.0,1.35,2.8409069273e-05,1.4835,934.14,3.14151605347,1.3426805111e-05
26,mean,9914.10900641,0.00691346153846,0.0,1.35,2.83686846067e-05,1.48617307692,934.14,3.14151629988,1.33904988008e-05
27,best,9890.00825,0.00825,0.0,1.35,2.84377929347e-05,1.4835,934.14,3.14151597602,1.34403806e-05
27,mean,9908.23473101,0.0071582278481,0.0,1.35,2.83855024463e-05,1.4856835443,934.14,3.14151622942,1.3401592435e-05
28,best,9890.00825,0.00825,0.0,1.35,2.84377929347e-05,1.4835,934.14,3.14151597602,1.34403806e-05
28,mean,9905.65413529,0.00750882352941,0.0,1.35,2.83928900899e-05,1.48498235294,934.14,3.14151617343,1.34096003478e-05
29,best,9890.00825,0.009,0.0,1.35,2.84377929347e-05,1.482,934.14,3.14151589841,1.34500902486e-05
29,mean,9903.38387013,0.00780194805195,0.0,1.35,2.83994052658e-05,1.4843961039,934.14,3.14151612569,1.34164580893e-05
30,best,9880.009,0.009,0.0,1.35,2.84665729851e-05,1.482,934.14,3.14151582073,1.34637022148e-05
30,mean,9897.03153274,0.0079375,0.0,1.35,2.84176358469e-05,1.484125,934.14,3.1415160626,1.34268191857e-05
31,best,9870.00975,0.009,0.0,1.35,2.8495413062e-05,1.482,934.14,3.14151574289,1.34773425714e-05
31,mean,9891.87477667,0.00816,0.0,1.35,2.84324501748e-05,1.48368,934.14,3.14151599964,1.34366999218e-05
32,best,9870.00975,0.009,0.0,1.35,2.8495413062e-05,1.482,934.14,3.14151574289,1.34773425714e-05
32,mean,9886.76174026,0.00833766233766,0.0,1.35,2.84471633051e-05,1.48332467532,934.14,3.14151594163,1.34459497062e-05
33,best,9870.00975,0.00975,0.0,1.35,2.8495413062e-05,1.4805,934.14,3.14151566497,1.34870865204e-05
33,mean,9879.34238333,0.00845,0.0,1.35,2.84685185761e-05,1.4831,934.14,3.14151587239,1.34575006664e-05
34,best,9860.0105,0.009,0.0,1.35,2.85243095277e-05,1.482,934.14,3.1415156649,1.3491009598e-05
34,mean,9875.81178395,0.00861111111111,0.0,1.35,2.84786880608e-05,1.48277777778,934.14,3.14151582831,1.34643920054e-05
35,best,9860.0105,0.00975,0.0,1.35,2.85243095277e-05,1.4805,934.14,3.1415155869,1.35007634281e-05
35,mean,9874.13444062,0.00883125,0.0,1.35,2.84835295361e-05,1.4823375,934.14,3.14151579243,1.34695359488e-05
36,best,9860.0105,0.0105,0.0,1.35,2.85243095277e-05,1.479,934.14,3.14151550874,1.35105319319e-05
36,mean,9869.88780793,0.00884451219512,0.0,1.35,2.84957921661e-05,1.48231097561,934.14,3.14151575796,1.34755076559e-05
37,best,9850.01125,0.0105,0.0,1.35,2.8553267839e-05,1.479,934.14,3.14151543042,1.35242480287e-05
37,mean,9867.15282143,0.00910714285714,0.0,1.35,2.85036882118e-05,1.48178571429,934.14,3.14151570936,1.34826542998e-05
38,best,9840.012,0.00975,0.0,1.35,2.8582282539e-05,1.4805,934.14,3.14151543027,1.35282024765e-05
38,mean,9862.54364333,0.00936,0.0,1.35,2.8517017951e-05,1.48128,934.14,3.14151564709,1.34922466578e-05
39,best,9830.01275,0.00975,0.0,1.35,2.86113572656e-05,1.4805,934.14,3.14151535171,1.35419637564e-05
39,mean,9855.90824359,0.00940384615385,0.0,1.35,2.85362143703e-05,1.48119230769,934.14,3.1415155907,1.35018986508e-05
40,best,9830.01275,0.0105,0.0,1.35,2.86113572656e-05,1.479,934.14,3.14151527331,1.35517620708e-05
40,mean,9849.77317262,0.00950892857143,0.0,1.35,2.85539848457e-05,1.48098214286,934.14,3.14151553171,1.35116810747e-05
41,best,9830.01275,0.0105,0.0,1.35,2.86113572656e-05,1.479,934.14,3.14151527331,1.35517620708e-05
41,mean,9845.93260855,0.00978947368421,0.0,1.35,2.85651165924e-05,1.48042105263,934.14,3.14151547243,1.35206000512e-05
42,best,9820.0135,0.0105,0.0,1.35,2.86404901999e-05,1.479,934.14,3.14151519452,1.35655608777e-05
42,mean,9844.83091566,0.0100662650602,0.0,1.35,2.85683241403e-05,1.47986746988,934.14,3.14151543486,1.35257308569e-05
43,best,9830.01275,0.01275,0.0,1.35,2.86113572656e-05,1.4745,934.14,3.14151503716,1.35812456483e-05
43,mean,9842.63680312,0.010565625,0.0,1.35,2.85746896679e-05,1.47886875,934.14,3.14151536542,1.35352696727e-05
44,best,9820.0135,0.012,0.0,1.35,2.86404901999e-05,1.476,934.14,3.14151503709,1.35852217902e-05
44,mean,9838.28373457,0.0112314814815,0.0,1.35,2.85873420917e-05,1.47753703704,934.14,3.14151526157,1.35499618855e-05
45,best,9820.0135,0.0135,0.0,1.35,2.86404901999e-05,1.473,934.14,3.14151487901,1.36049420254e-05
45,mean,9835.07730519,0.0113766233766,0.0,1.35,2.85966678631e-05,1.47724675325,934.14,3.14151522115,1.35562782457e-05
46,best,9820.0135,0.0135,0.0,1.35,2.86404901999e-05,1.473,934.14,3.14151487901,1.36049420254e-05
46,mean,9830.01275,0.0116158536585,0.0,1.35,2.86113966401e-05,1.47676829268,934.14,3.1415151562,1.35663916292e-05
47,best,9800.015,0.012,0.0,1.35,2.86989361484e-05,1.476,934.14,3.1415148787,1.36129448204e-05
47,mean,9825.8358481,0.0120094936709,0.0,1.35,2.86235596222e-05,1.47598101266,934.14,3.14151508187,1.35773238204e-05
48,best,9800.015,0.01275,0.0,1.35,2.86989361484e-05,1.4745,934.14,3.14151479958,1.36228176125e-05
48,mean,9820.68011667,0.01227,0.0,1.35,2.86385718937e-05,1.47546,934.14,3.14151501376,1.35878675853e-05
49,best,9800.015,0.0135,0.0,1.35,2.86989361484e-05,1.473,934.14,3.14151472029,1.36327052982e-05
49,mean,9814.76389375,0.01258125,0.0,1.35,2.86558300104e-05,1.4748375,934.14,3.14151493417,1.36001481748e-05
50,best,9790.01575,0.0135,0.0,1.35,2.87282473437e-05,1.473,934.14,3.1415146407,1.36466288417e-05
50,mean,9814.36686471,0.0129352941176,0.0,1.35,2.86569953674e-05,1.47412941176,934.14,3.14151489371,1.36053550297e-05
51,best,9800.015,0.015,0.0,1.35,2.86989361484e-05,1.47,934.14,3.14151456125,1.36525254809e-05
51,mean,9810.13769753,0.0133055555556,0.0,1.35,2.86693493426e-05,1.47338888889,934.14,3.14151482109,1.36160968535e-05
52,best,9800.015,0.015,0.0,1.35,2.86989361484e-05,1.47,934.14,3.14151456125,1.36525254809e-05
52,mean,9809.20971264,0.0134568965517,0.0,1.35,2.86720664342e-05,1.4730862069,934.14,3.14151479772,1.36193815827e-05
53,best,9790.01575,0.01575,0.0,1.35,2.87282473437e-05,1.4685,934.14,3.14151440164,1.36764119747e-05
53,mean,9805.38959688,0.013771875,0.0,1.35,2.8683226742e-05,1.47245625,934.14,3.14151473404,1.36288425412e-05
54,best,9780.0165,0.01575,0.0,1.35,2.87576203846e-05,1.4685,934.14,3.14151432163,1.3690395348e-05
54,mean,9802.87192857,0.014375,0.0,1.35,2.86905936134e-05,1.47125,934.14,3.14151465014,1.36403055381e-05
55,best,9780.0165,0.0165,0.0,1.35,2.87576203846e-05,1.467,934.14,3.14151424154,1.37003632767e-05
55,mean,9797.72601506,0.0150542168675,0.0,1.35,2.87056788792e-05,1.46989156627,934.14,3.14151453701,1.36564616878e-05
56,best,9780.0165,0.01725,0.0,1.35,2.87576203846e-05,1.4655,934.14,3.14151416128,1.3710346294e-05
56,mean,9793.56811513,0.0155032894737,0.0,1.35,2.87178580182e-05,1.46899342105,934.14,3.1415144561,1.36682040604e-05
57,best,9780.0165,0.018,0.0,1.35,2.87576203846e-05,1.464,934.14,3.14151408086,1.37203444332e-05
57,mean,9788.78127469,0.0158981481481,0.0,1.35,2.87319014239e-05,1.4682037037,934.14,3.1415143758,1.36801251691e-05
58,best,9770.01725,0.018,0.0,1.35,2.87870534521e-05,1.464,934.14,3.14151400044,1.37343870354e-05
58,mean,9784.72202941,0.0161294117647,0.0,1.35,2.87438085198e-05,1.46774117647,934.14,3.14151431865,1.36888698991e-05
59,best,9770.01725,0.018,0.0,1.35,2.87870534521e-05,1.464,934.14,3.14151400044,1.37343870354e-05
59,mean,9779.24732692,0.0165769230769,0.0,1.35,2.8759900651e-05,1.46684615385,934.14,3.14151422695,1.37024868112e-05
60,best,9760.018,0.018,0.0,1.35,2.88165447273e-05,1.464,934.14,3.14151391986,1.37484574087e-05
60,mean,9776.20099671,0.0169835526316,0.0,1.35,2.87688616194e-05,1.46603289474,934.14,3.14151415903,1.37121656187e-05
61,best,9750.01875,0.01725,0.0,1.35,2.88460978481e-05,1.4655,934.14,3.14151391978,1.37525283886e-05
61,mean,9773.57862671,0.0172910958904,0.0,1.35,2.87765825767e-05,1.46541780822,934.14,3.14151410502,1.3719942866e-05
62,best,9760.018,0.01875,0.0,1.35,2.88165447273e-05,1.4625,934.14,3.14151383911,1.37584912203e-05
62,mean,9773.73790116,0.0178779069767,0.0,1.35,2.87761133095e-05,1.46424418605,934.14,3.14151404339,1.37275418291e-05
63,best,9750.01875,0.01875,0.0,1.35,2.88460978481e-05,1.4625,934.14,3.14151375828,1.37726013906e-05
63,mean,9770.26414506,0.0181574074074,0.0,1.35,2.87863485376e-05,1.46368518519,934.14,3.14151398543,1.37361544667e-05
64,best,9750.01875,0.01875,0.0,1.35,2.88460978481e-05,1.4625,934.14,3.14151375828,1.37726013906e-05
64,mean,9766.72802303,0.0182171052632,0.0,1.35,2.87967710679e-05,1.46356578947,934.14,3.14151395051,1.37419272179e-05
65,best,9750.01875,0.0195,0.0,1.35,2.88460978481e-05,1.461,934.14,3.14151367728,1.37826607278e-05
65,mean,9763.89270937,0.018290625,0.0,1.35,2.88051364805e-05,1.46341875,934.14,3.14151391973,1.37469026314e-05
66,best,9740.0195,0.0195,0.0,1.35,2.88757128146e-05,1.461,934.14,3.1415135962,1.37968107538e-05
66,mean,9759.33623295,0.018375,0.0,1.35,2.88185841452e-05,1.46325,934.14,3.14151387386,1.37544516383e-05
67,best,9740.0195,0.0195,0.0,1.35,2.88757128146e-05,1.461,934.14,3.1415135962,1.37968107538e-05
67,mean,9754.4502358,0.0185710227273,0.0,1.35,2.88330144981e-05,1.46285795455,934.14,3.14151381328,1.37639645084e-05
68,best,9730.02025,0.02025,0.0,1.35,2.89053878078e-05,1.4595,934.14,3.14151343362,1.38210847738e-05
68,mean,9750.87234451,0.0189969512195,0.0,1.35,2.88435997989e-05,1.46200609756,934.14,3.1415137384,1.37747241676e-05
69,best,9720.021,0.02025,0.0,1.35,2.89351228275e-05,1.4595,934.14,3.14151335212,1.38353025464e-05
69,mean,9745.33555696,0.018996835443,0.0,1.35,2.88599927628e-05,1.46200632911,934.14,3.14151369355,1.37825523512e-05
70,best,9720.021,0.02025,0.0,1.35,2.89351228275e-05,1.4595,934.14,3.14151335212,1.38353025464e-05
70,mean,9742.55264333,0.01912,0.0,1.35,2.88682304623e-05,1.46176,934.14,3.14151365763,1.37881471866e-05
71,best,9720.021,0.021,0.0,1.35,2.89351228275e-05,1.458,934.14,3.14151327054,1.38454235945e-05
71,mean,9738.26963125,0.019340625,0.0,1.35,2.88809314725e-05,1.46131875,934.14,3.14151359905,1.37971725726e-05
72,best,9720.021,0.02175,0.0,1.35,2.89351228275e-05,1.4565,934.14,3.14151318878,1.38555600262e-05
72,mean,9732.84055128,0.0195769230769,0.0,1.35,2.88970434037e-05,1.46084615385,934.14,3.14151352937,1.38080452717e-05
73,best,9710.02175,0.021,0.0,1.35,2.8964919693e-05,1.458,934.14,3.14151318879,1.38596813609e-05
73,mean,9726.51401948,0.0200454545455,0.0,1.35,2.89158396028e-05,1.45990909091,934.14,3.1415134271,1.38233335489e-05
74,best,9710.02175,0.02175,0.0,1.35,2.8964919693e-05,1.4565,934.14,3.14151310695,1.38698282309e-05
74,mean,9720.79017308,0.0201346153846,0.0,1.35,2.89328693795e-05,1.45973076923,934.14,3.14151337076,1.3832676019e-05
75,best,9700.0225,0.021,0.0,1.35,2.8994778404e-05,1.458,934.14,3.14151310687,1.38739687204e-05
75,mean,9714.83151582,0.02025,0.0,1.35,2.89506042003e-05,1.4595,934.14,3.14151330963,1.38427105001e-05
76,best,9700.0225,0.02175,0.0,1.35,2.8994778404e-05,1.4565,934.14,3.14151302495,1.38841260504e-05
76,mean,9710.38316867,0.0205301204819,0.0,1.35,2.896386652e-05,1.45893975904,934.14,3.1415132428,1.38528333564e-05
77,best,9700.0225,0.0225,0.0,1.35,2.8994778404e-05,1.455,934.14,3.14151294286,1.38942988298e-05
77,mean,9706.45879885,0.0206120689655,0.0,1.35,2.89755703777e-05,1.45877586207,934.14,3.14151320175,1.38595421219e-05
78,best,9690.02325,0.0225,0.0,1.35,2.90246989607e-05,1.455,934.14,3.1415128606,1.39086367616e-05
78,mean,9705.49827976,0.0210089285714,0.0,1.35,2.89784404577e-05,1.45798214286,934.14,3.14151315063,1.38662799581e-05
79,best,9690.02325,0.02325,0.0,1.35,2.90246989607e-05,1.4535,934.14,3.14151277826,1.39188355379e-05
79,mean,9701.70912048,0.0214518072289,0.0,1.35,2.89897598561e-05,1.45709638554,934.14,3.14151307123,1.38776910036e-05
80,best,9690.02325,0.02325,0.0,1.35,2.90246989607e-05,1.4535,934.14,3.14151277826,1.39188355379e-05
80,mean,9698.63019937,0.021835443038,0.0,1.35,2.89989718423e-05,1.45632911392,934.14,3.14151300399,1.38873005367e-05
81,best,9680.024,0.02325,0.0,1.35,2.90546795441e-05,1.4535,934.14,3.14151269575,1.39332127692e-05
81,mean,9692.84656765,0.0219617647059,0.0,1.35,2.90162694642e-05,1.45607647059,934.14,3.14151294263,1.38973009427e-05
82,best,9670.02475,0.024,0.0,1.35,2.9084723792e-05,1.452,934.14,3.14151253038,1.39578559647e-05
82,mean,9689.42805655,0.0223214285714,0.0,1.35,2.90265089418e-05,1.45535714286,934.14,3.1415128751,1.39070870611e-05
83,best,9670.02475,0.024,0.0,1.35,2.9084723792e-05,1.452,934.14,3.14151253038,1.39578559647e-05
83,mean,9686.73081402,0.0226097560976,0.0,1.35,2.90345923553e-05,1.4547804878,934.14,3.14151282121,1.39148826716e-05
84,best,9680.024,0.0255,0.0,1.35,2.90546795441e-05,1.449,934.14,3.14151244744,1.3963934138e-05
84,mean,9682.93075872,0.0229622093023,0.0,1.35,2.90459781967e-05,1.4540755814,934.14,3.14151275123,1.39251317135e-05
85,best,9660.0255,0.02475,0.0,1.35,2.91148298857e-05,1.4505,934.14,3.1415123645,1.39825656245e-05
85,mean,9681.17775962,0.0233173076923,0.0,1.35,2.90512428434e-05,1.45336538462,934.14,3.14151269766,1.39324942734e-05
86,best,9670.02475,0.02625,0.0,1.35,2.9084723792e-05,1.4475,934.14,3.1415122813,1.39886560053e-05
86,mean,9677.96935959,0.0237842465753,0.0,1.35,2.90608720069e-05,1.45243150685,934.14,3.14151261974,1.39434781178e-05
87,best,9660.0255,0.02625,0.0,1.35,2.91148298857e-05,1.4475,934.14,3.1415121981,1.40031359017e-05
87,mean,9674.05042208,0.0239902597403,0.0,1.35,2.90726458678e-05,1.45201948052,934.14,3.1415125646,1.39519388078e-05
88,best,9660.0255,0.02625,0.0,1.35,2.91148298857e-05,1.4475,934.14,3.1415121981,1.40031359017e-05
88,mean,9670.40933654,0.0244711538462,0.0,1.35,2.90835913079e-05,1.45105769231,934.14,3.14151248131,1.39637654769e-05
89,best,9660.0255,0.02625,0.0,1.35,2.91148298857e-05,1.4475,934.14,3.1415121981,1.40031359017e-05
89,mean,9667.43235185,0.0248888888889,0.0,1.35,2.90925489722e-05,1.45022222222,934.14,3.14151241043,1.39737794766e-05
90,best,9650.02625,0.027,0.0,1.35,2.91449978249e-05,1.446,934.14,3.14151203119,1.40279649266e-05
90,mean,9664.84866765,0.0253676470588,0.0,1.35,2.9100325628e-05,1.44926470588,934.14,3.14151233595,1.39840717694e-05
91,best,9640.027,0.02775,0.0,1.35,2.91752294288e-05,1.4445,934.14,3.14151186375,1.40528617676e-05
91,mean,9661.10975602,0.0257801204819,0.0,1.35,2.91115847866e-05,1.44843975904,934.14,3.14151225914,1.39951369898e-05
92,best,9640.027,0.02775,0.0,1.35,2.91752294288e-05,1.4445,934.14,3.14151186375,1.40528617676e-05
92,mean,9656.73306402,0.0261585365854,0.0,1.35,2.91247853478e-05,1.44768292683,934.14,3.14151218065,1.40066770013e-05
93,best,9640.027,0.0285,0.0,1.35,2.91752294288e-05,1.443,934.14,3.14151177977,1.40632234651e-05
93,mean,9651.94918269,0.0263557692308,0.0,1.35,2.91392230233e-05,1.44728846154,934.14,3.14151211881,1.40163321675e-05
94,best,9630.02775,0.027,0.0,1.35,2.92055228783e-05,1.446,934.14,3.14151186376,1.40570966263e-05
94,mean,9646.73535759,0.0265348101266,0.0,1.35,2.91549713668e-05,1.44693037975,934.14,3.14151205539,1.4026367563e-05
95,best,9640.027,0.0285,0.0,1.35,2.91752294288e-05,1.443,934.14,3.14151177977,1.40632234651e-05
95,mean,9645.53940705,0.0267788461538,0.0,1.35,2.91585874714e-05,1.44644230769,934.14,3.14151201821,1.40314645938e-05
96,best,9620.0285,0.02775,0.0,1.35,2.92358799925e-05,1.4445,934.14,3.14151169581,1.40820753849e-05
96,mean,9637.35278198,0.0268604651163,0.0,1.35,2.91833507512e-05,1.44627906977,934.14,3.14151194061,1.40445070817e-05
97,best,9620.0285,0.02775,0.0,1.35,2.92358799925e-05,1.4445,934.14,3.14151169581,1.40820753849e-05
97,mean,9634.51017241,0.0269137931034,0.0,1.35,2.91919603888e-05,1.44617241379,934.14,3.14151191084,1.40493856321e-05
98,best,9620.0285,0.0285,0.0,1.35,2.92358799925e-05,1.443,934.14,3.14151161165,1.40924586227e-05
98,mean,9628.63544937,0.0272753164557,0.0,1.35,2.92097674325e-05,1.44544936709,934.14,3.14151182118,1.40629449875e-05
99,best,9620.0285,0.0285,0.0,1.35,2.92358799925e-05,1.443,934.14,3.14151161165,1.40924586227e-05
99,mean,9626.65450904,0.0274969879518,0.0,1.35,2.92157775516e-05,1.4450060241,934.14,3.14151177974,1.40689005765e-05
100,best,9620.0285,0.02925,0.0,1.35,2.92358799925e-05,1.4415,934.14,3.14151152732,1.4102857751e-05
100,mean,9624.47261111,0.0277037037037,0.0,1.35,2.92224018649e-05,1.44459259259,934.14,3.14151173824,1.40749482567e-05
101,best,9620.0285,0.03,0.0,1.35,2.92358799925e-05,1.44,934.14,3.14151144281,1.41132728052e-05
101,mean,9618.6871372,0.0278780487805,0.0,1.35,2.92399819911e-05,1.44424390244,934.14,3.14151166999,1.40858308636e-05
102,best,9600.03,0.02925,0.0,1.35,2.92967833957e-05,1.4415,934.14,3.14151135832,1.41322364471e-05
102,mean,9616.94231173,0.0283055555556,0.0,1.35,2.92452903882e-05,1.44338888889,934.14,3.1415116073,1.40943089588e-05
103,best,9580.0315,0.02925,0.0,1.35,2.93579414574e-05,1.4415,934.14,3.14151118861,1.41617379858e-05
103,mean,9612.19776205,0.0284186746988,0.0,1.35,2.92597506343e-05,1.4431626506,934.14,3.14151155446,1.41028512094e-05
104,best,9580.0315,0.03,0.0,1.35,2.93579414574e-05,1.44,934.14,3.14151110375,1.41721965234e-05
104,mean,9605.81903947,0.0290230263158,0.0,1.35,2.92791763681e-05,1.44195394737,934.14,3.14151143263,1.41206001356e-05
105,best,9580.0315,0.0315,0.0,1.35,2.93579414574e-05,1.437,934.14,3.1415109335,1.41931617177e-05
105,mean,9599.55384524,0.0294017857143,0.0,1.35,2.92982883063e-05,1.44119642857,934.14,3.14151133689,1.41350848978e-05
106,best,9560.033,0.03,0.0,1.35,2.94193541777e-05,1.44,934.14,3.14151093316,1.42018427826e-05
106,mean,9592.62314815,0.0293888888889,0.0,1.35,2.93194593218e-05,1.44122222222,934.14,3.14151127959,1.41451186874e-05
107,best,9580.0315,0.03225,0.0,1.35,2.93579414574e-05,1.4355,934.14,3.14151084811,1.42036684456e-05
107,mean,9585.8538481,0.029667721519,0.0,1.35,2.93401396759e-05,1.44066455696,934.14,3.14151119069,1.41589796684e-05
108,best,9570.03225,0.03225,0.0,1.35,2.93886150757e-05,1.4355,934.14,3.14151076264,1.42185086518e-05
108,mean,9580.77218519,0.029537037037,0.0,1.35,2.93556948034e-05,1.44092592593,934.14,3.14151116227,1.41646659984e-05
109,best,9560.033,0.0315,0.0,1.35,2.94193541777e-05,1.437,934.14,3.14151076256,1.42228518331e-05
109,mean,9578.0998267,0.0298636363636,0.0,1.35,2.93638892841e-05,1.44027272727,934.14,3.14151110256,1.41731752498e-05
110,best,9560.033,0.0315,0.0,1.35,2.94193541777e-05,1.437,934.14,3.14151076256,1.42228518331e-05
110,mean,9573.84775329,0.0300888157895,0.0,1.35,2.93769326642e-05,1.43982236842,934.14,3.14151104082,1.41826135255e-05
111,best,9560.033,0.03225,0.0,1.35,2.94193541777e-05,1.4355,934.14,3.14151067698,1.42333805396e-05
111,mean,9570.54503205,0.0303942307692,0.0,1.35,2.93870695877e-05,1.43921153846,934.14,3.141510978,1.41917768593e-05
112,best,9550.03375,0.0315,0.0,1.35,2.94501569442e-05,1.437,934.14,3.14151067681,1.42377434988e-05
112,mean,9567.56329938,0.0308055555556,0.0,1.35,2.9396230578e-05,1.43838888889,934.14,3.14151090583,1.42019548865e-05
