g,type,rco,ti,at,n0,p,a,r1,theta,v
24,best,9880.009,0.00525,0.0,1.35,2.84665729851e-05,1.4895,934.14,3.14151620761,1.34152503222e-05
24,mean,9906.20956646,0.00511708860759,0.0,1.35,2.83913110321e-05,1.48976582278,934.14,3.14151642327,1.33780804446e-05
25,best,9890.00825,0.0075,0.0,1.35,2.84377929347e-05,1.485,934.14,3.14151605347,1.34306855167e-05
25,mean,9902.92862921,0.00516573033708,0.0,1.35,2.84007200095e-05,1.48966853933,934.14,3.141516393,1.33831419089e-05
26,best,9880.009,0.0075,0.0,1.35,2.84665729851e-05,1.485,934.14,3.14151597595,1.34442778445e-05
26,mean,9899.30987791,0.00548546511628,0.0,1.35,2.84110955003e-05,1.48902906977,934.14,3.14151633235,1.33921411812e-05
27,best,9880.009,0.0075,0.0,1.35,2.84665729851e-05,1.485,934.14,3.14151597595,1.34442778445e-05
27,mean,9895.61758537,0.00576219512195,0.0,1.35,2.84217014224e-05,1.48847560976,934.14,3.14151627544,1.34007022655e-05
28,best,9860.0105,0.006,0.0,1.35,2.85243095277e-05,1.488,934.14,3.14151597534,1.34521403749e-05
28,mean,9890.72248214,0.00609821428571,0.0,1.35,2.84357725788e-05,1.48780357143,934.14,3.14151620311,1.34116632534e-05
29,best,9860.0105,0.00675,0.0,1.35,2.85243095277e-05,1.4865,934.14,3.14151589796,1.34618358299e-05
29,mean,9885.70477532,0.00651265822785,0.0,1.35,2.84502152969e-05,1.48697468354,934.14,3.14151612166,1.34238162557e-05
30,best,9860.0105,0.0075,0.0,1.35,2.85243095277e-05,1.485,934.14,3.14151582043,1.34715458308e-05
30,mean,9882.88378437,0.006590625,0.0,1.35,2.84583345319e-05,1.48681875,934.14,3.1415160918,1.34286517202e-05
31,best,9860.0105,0.00825,0.0,1.35,2.85243095277e-05,1.4835,934.14,3.14151574275,1.34812704095e-05
31,mean,9876.10124713,0.00693103448276,0.0,1.35,2.84778846111e-05,1.48613793103,934.14,3.14151600407,1.34422777169e-05
32,best,9860.0105,0.00975,0.0,1.35,2.85243095277e-05,1.4805,934.14,3.1415155869,1.35007634281e-05
32,mean,9868.0099,0.00736875,0.0,1.35,2.85012314407e-05,1.4852625,934.14,3.14151589601,1.3458961314e-05
33,best,9850.01125,0.009,0.0,1.35,2.8553267839e-05,1.482,934.14,3.14151558674,1.35047058754e-05
33,mean,9860.12953869,0.00746428571429,0.0,1.35,2.85239842318e-05,1.48507142857,934.14,3.14151582486,1.34709424686e-05
34,best,9840.012,0.00975,0.0,1.35,2.8582282539e-05,1.4805,934.14,3.14151543027,1.35282024765e-05
34,mean,9856.52238953,0.00791860465116,0.0,1.35,2.85344176095e-05,1.4841627907,934.14,3.14151574969,1.3481761933e-05
35,best,9840.012,0.0105,0.0,1.35,2.8582282539e-05,1.479,934.14,3.14151535195,1.35379908339e-05
35,mean,9855.6734759,0.00838554216867,0.0,1.35,2.85368849247e-05,1.48322891566,934.14,3.14151569467,1.34889834473e-05
36,best,9830.01275,0.0105,0.0,1.35,2.86113572656e-05,1.479,934.14,3.14151527331,1.35517620708e-05
36,mean,9853.22529464,0.00873214285714,0.0,1.35,2.85439737776e-05,1.48253571429,934.14,3.14151563957,1.34968369095e-05
37,best,9820.0135,0.009,0.0,1.35,2.86404901999e-05,1.482,934.14,3.14151535132,1.35459590285e-05
37,mean,9850.81578736,0.00895689655172,0.0,1.35,2.85509632003e-05,1.4820862069,934.14,3.14151559736,1.35030624709e-05
38,best,9820.0135,0.00975,0.0,1.35,2.86404901999e-05,1.4805,934.14,3.141515273,1.35557525863e-05
38,mean,9846.22775,0.00935472972973,0.0,1.35,2.85642787718e-05,1.48129054054,934.14,3.14151552001,1.35145390582e-05
39,best,9820.0135,0.0105,0.0,1.35,2.86404901999e-05,1.479,934.14,3.14151519452,1.35655608777e-05
39,mean,9841.49337037,0.00948148148148,0.0,1.35,2.85780328408e-05,1.48103703704,934.14,3.14151546971,1.35226917345e-05
40,best,9820.0135,0.01125,0.0,1.35,2.86404901999e-05,1.4775,934.14,3.14151511588,1.35753839349e-05
40,mean,9838.74627215,0.00961708860759,0.0,1.35,2.85860196873e-05,1.48076582278,934.14,3.14151543399,1.35282409719e-05
41,best,9800.015,0.0105,0.0,1.35,2.86989361484e-05,1.479,934.14,3.14151503645,1.35932437863e-05
41,mean,9831.18149351,0.0097987012987,0.0,1.35,2.86080094274e-05,1.4804025974,934.14,3.14151535559,1.35410219119e-05
42,best,9800.015,0.01125,0.0,1.35,2.86989361484e-05,1.4775,934.14,3.14151495765,1.36030868892e-05
42,mean,9825.53940132,0.00981907894737,0.0,1.35,2.86244332385e-05,1.48036184211,934.14,3.14151530904,1.35490671143e-05
43,best,9800.015,0.01125,0.0,1.35,2.86989361484e-05,1.4775,934.14,3.14151495765,1.36030868892e-05
43,mean,9819.37252244,0.0102980769231,0.0,1.35,2.86423899478e-05,1.47940384615,934.14,3.14151521037,1.35638328515e-05
44,best,9810.01425,0.01275,0.0,1.35,2.86696831608e-05,1.4745,934.14,3.14151487893,1.36089317976e-05
44,mean,9815.40858224,0.0105592105263,0.0,1.35,2.86539532346e-05,1.47888157895,934.14,3.14151515176,1.3572725698e-05
45,best,9810.01425,0.0135,0.0,1.35,2.86696831608e-05,1.473,934.14,3.14151479973,1.36188094047e-05
45,mean,9812.9055994,0.0109246987952,0.0,1.35,2.86612720223e-05,1.47815060241,934.14,3.14151509364,1.35809799472e-05
46,best,9800.015,0.0135,0.0,1.35,2.86989361484e-05,1.473,934.14,3.14151472029,1.36327052982e-05
46,mean,9809.10522727,0.0111221590909,0.0,1.35,2.86723696635e-05,1.47775568182,934.14,3.14151504289,1.35888277129e-05
47,best,9800.015,0.0135,0.0,1.35,2.86989361484e-05,1.473,934.14,3.14151472029,1.36327052982e-05
47,mean,9805.25850915,0.0114237804878,0.0,1.35,2.86836142239e-05,1.47715243902,934.14,3.14151498076,1.35981154611e-05
48,best,9790.01575,0.0135,0.0,1.35,2.87282473437e-05,1.473,934.14,3.1415146407,1.36466288417e-05
48,mean,9801.5091408,0.0115948275862,0.0,1.35,2.86945852721e-05,1.47681034483,934.14,3.14151493307,1.36055619965e-05
49,best,9790.01575,0.0135,0.0,1.35,2.87282473437e-05,1.473,934.14,3.1415146407,1.36466288417e-05
49,mean,9798.17303289,0.0118618421053,0.0,1.35,2.87043533382e-05,1.47627631579,934.14,3.1415148785,1.36137035572e-05
50,best,9780.0165,0.0135,0.0,1.35,2.87576203846e-05,1.473,934.14,3.14151456093,1.36605817634e-05
50,mean,9795.19608434,0.0120722891566,0.0,1.35,2.87130750435e-05,1.47585542169,934.14,3.14151483269,1.36206087263e-05
51,best,9780.0165,0.0135,0.0,1.35,2.87576203846e-05,1.473,934.14,3.14151456093,1.36605817634e-05
51,mean,9792.5472057,0.0121708860759,0.0,1.35,2.87208398662e-05,1.47565822785,934.14,3.14151480119,1.36255953219e-05
52,best,9770.01725,0.0135,0.0,1.35,2.87870534521e-05,1.473,934.14,3.14151448101,1.36745631993e-05
52,mean,9789.89230247,0.0126574074074,0.0,1.35,2.8728626704e-05,1.47468518519,934.14,3.14151472869,1.36357015677e-05
53,best,9760.018,0.0135,0.0,1.35,2.88165447273e-05,1.473,934.14,3.14151440092,1.36885722853e-05
53,mean,9786.26603125,0.0130875,0.0,1.35,2.87392759219e-05,1.473825,934.14,3.14151465436,1.36464266023e-05
54,best,9770.01725,0.015,0.0,1.35,2.87870534521e-05,1.47,934.14,3.14151432147,1.3694444238e-05
54,mean,9782.57444767,0.0132645348837,0.0,1.35,2.87501295535e-05,1.47347093023,934.14,3.14151460616,1.36539184385e-05
55,best,9760.018,0.015,0.0,1.35,2.88165447273e-05,1.47,934.14,3.14151424122,1.37084736914e-05
55,mean,9780.88063272,0.0136574074074,0.0,1.35,2.87551124698e-05,1.47268518519,934.14,3.14151455094,1.36614827152e-05
56,best,9760.018,0.01575,0.0,1.35,2.88165447273e-05,1.4685,934.14,3.14151416113,1.37184469579e-05
56,mean,9776.06617901,0.0141759259259,0.0,1.35,2.87692651505e-05,1.47164814815,934.14,3.14151445744,1.36750688563e-05
57,best,9750.01875,0.015,0.0,1.35,2.88460978481e-05,1.47,934.14,3.14151416081,1.37225325657e-05
57,mean,9771.017175,0.0145875,0.0,1.35,2.87841322006e-05,1.470825,934.14,3.14151437324,1.36875917692e-05
58,best,9760.018,0.0165,0.0,1.35,2.88165447273e-05,1.467,934.14,3.14151408087,1.37284353108e-05
58,mean,9767.79519444,0.0150555555556,0.0,1.35,2.87936252812e-05,1.46988888889,934.14,3.14151429756,1.36983181083e-05
59,best,9750.01875,0.0165,0.0,1.35,2.88460978481e-05,1.467,934.14,3.14151400029,1.37425146569e-05
59,mean,9761.83604545,0.0154005681818,0.0,1.35,2.88111992549e-05,1.46919886364,934.14,3.14151421295,1.37112613376e-05
60,best,9740.0195,0.0165,0.0,1.35,2.88757128146e-05,1.467,934.14,3.14151391954,1.37566234668e-05
60,mean,9756.68491667,0.0156538461538,0.0,1.35,2.88264100397e-05,1.46869230769,934.14,3.14151414446,1.37218708846e-05
61,best,9730.02025,0.0165,0.0,1.35,2.89053878078e-05,1.467,934.14,3.14151383863,1.37707608739e-05
61,mean,9751.74701543,0.0159814814815,0.0,1.35,2.88410150303e-05,1.46803703704,934.14,3.14151406955,1.37331938316e-05
62,best,9730.02025,0.01875,0.0,1.35,2.89053878078e-05,1.4625,934.14,3.14151359612,1.38009094475e-05
62,mean,9747.70185061,0.0165457317073,0.0,1.35,2.88529890895e-05,1.46690853659,934.14,3.14151397648,1.3746418491e-05
63,best,9740.0195,0.0195,0.0,1.35,2.88757128146e-05,1.461,934.14,3.1415135962,1.37968107538e-05
63,mean,9743.06805183,0.0169664634146,0.0,1.35,2.88667060664e-05,1.46606707317,934.14,3.14151389388,1.37585749129e-05
64,best,9730.02025,0.01875,0.0,1.35,2.89053878078e-05,1.4625,934.14,3.14151359612,1.38009094475e-05
64,mean,9741.87121296,0.0172314814815,0.0,1.35,2.88702479866e-05,1.46553703704,934.14,3.14151385571,1.37638072296e-05
65,best,9720.021,0.0195,0.0,1.35,2.89351228275e-05,1.461,934.14,3.14151343354,1.3825196848e-05
65,mean,9739.60857192,0.0175993150685,0.0,1.35,2.88769620367e-05,1.46480136986,934.14,3.14151379785,1.37719258833e-05
66,best,9720.021,0.02025,0.0,1.35,2.89351228275e-05,1.4595,934.14,3.14151335212,1.38353025464e-05
66,mean,9737.00767771,0.0179909638554,0.0,1.35,2.88846874454e-05,1.46401807229,934.14,3.14151373455,1.37808562401e-05
67,best,9710.02175,0.02025,0.0,1.35,2.8964919693e-05,1.4595,934.14,3.14151327046,1.38495498904e-05
67,mean,9732.09326524,0.0183201219512,0.0,1.35,2.88992694594e-05,1.4633597561,934.14,3.14151365918,1.37922284278e-05
68,best,9710.02175,0.02025,0.0,1.35,2.8964919693e-05,1.4595,934.14,3.14151327046,1.38495498904e-05
68,mean,9728.41117529,0.0185775862069,0.0,1.35,2.8910206018e-05,1.46284482759,934.14,3.14151360144,1.38009066373e-05
69,best,9700.0225,0.02025,0.0,1.35,2.8994778404e-05,1.4595,934.14,3.14151318863,1.38638268058e-05
69,mean,9724.26725685,0.018852739726,0.0,1.35,2.89225139917e-05,1.46229452055,934.14,3.14151353799,1.38104832652e-05
70,best,9700.0225,0.02025,0.0,1.35,2.8994778404e-05,1.4595,934.14,3.14151318863,1.38638268058e-05
70,mean,9720.36580172,0.0194137931034,0.0,1.35,2.89341215889e-05,1.46117241379,934.14,3.14151344551,1.38235693926e-05
71,best,9690.02325,0.02025,0.0,1.35,2.90246989607e-05,1.4595,934.14,3.14151310662,1.38781332926e-05
71,mean,9718.264375,0.0197736486486,0.0,1.35,2.89403841069e-05,1.4604527027,934.14,3.14151338934,1.38314058565e-05
72,best,9700.0225,0.02175,0.0,1.35,2.8994778404e-05,1.4565,934.14,3.14151302495,1.38841260504e-05
72,mean,9713.35483333,0.0201696428571,0.0,1.35,2.8955008756e-05,1.45966071429,934.14,3.14151330623,1.38437386378e-05
73,best,9690.02325,0.02175,0.0,1.35,2.90246989607e-05,1.4565,934.14,3.14151294278,1.38984534847e-05
73,mean,9711.70993506,0.0206785714286,0.0,1.35,2.89599179682e-05,1.45864285714,934.14,3.1415132374,1.38529570777e-05
74,best,9680.024,0.02175,0.0,1.35,2.90546795441e-05,1.4565,934.14,3.14151286044,1.39128096626e-05
74,mean,9705.2072963,0.0208055555556,0.0,1.35,2.8979324315e-05,1.45838888889,934.14,3.14151317036,1.38639544164e-05
75,best,9670.02475,0.021,0.0,1.35,2.9084723792e-05,1.458,934.14,3.14151286011,1.3917007487e-05
75,mean,9698.77259375,0.021028125,0.0,1.35,2.8998541552e-05,1.45794375,934.14,3.14151309337,1.38761600909e-05
76,best,9680.024,0.02175,0.0,1.35,2.90546795441e-05,1.4565,934.14,3.14151286044,1.39128096626e-05
76,mean,9696.28784036,0.0213343373494,0.0,1.35,2.90059720046e-05,1.4573313253,934.14,3.14151303955,1.38838611908e-05
77,best,9670.02475,0.02175,0.0,1.35,2.9084723792e-05,1.4565,934.14,3.14151277793,1.39271963263e-05
77,mean,9693.43762805,0.0216402439024,0.0,1.35,2.90145097585e-05,1.4567195122,934.14,3.14151298269,1.3892092549e-05
78,best,9660.0255,0.0225,0.0,1.35,2.91148298857e-05,1.455,934.14,3.14151261282,1.3951827504e-05
78,mean,9688.7246461,0.0216623376623,0.0,1.35,2.90286282849e-05,1.45667532468,934.14,3.14151294153,1.38991499694e-05
79,best,9660.0255,0.02325,0.0,1.35,2.91148298857e-05,1.4535,934.14,3.14151253022,1.39620579508e-05
79,mean,9682.88092857,0.0218376623377,0.0,1.35,2.90461468774e-05,1.45632467532,934.14,3.14151287423,1.39099176552e-05
80,best,9650.02625,0.024,0.0,1.35,2.91449978249e-05,1.452,934.14,3.14151236434,1.39867816742e-05
80,mean,9677.27420625,0.02195625,0.0,1.35,2.90629707933e-05,1.4560875,934.14,3.14151281499,1.3919589586e-05
81,best,9650.02625,0.02475,0.0,1.35,2.91449978249e-05,1.4505,934.14,3.14151228131,1.3997053952e-05
81,mean,9671.67168529,0.0221823529412,0.0,1.35,2.90797943308e-05,1.45563529412,934.14,3.14151274386,1.39307313902e-05
82,best,9640.027,0.024,0.0,1.35,2.91752294288e-05,1.452,934.14,3.14151228106,1.40012899217e-05
82,mean,9666.47238487,0.0224111842105,0.0,1.35,2.90954381422e-05,1.45517763158,934.14,3.14151267571,1.39413424218e-05
83,best,9630.02775,0.024,0.0,1.35,2.92055228783e-05,1.452,934.14,3.1415121976,1.40158278492e-05
83,mean,9661.27540625,0.022959375,0.0,1.35,2.91111007982e-05,1.45408125,934.14,3.14151257233,1.39563198522e-05
84,best,9640.027,0.0255,0.0,1.35,2.91752294288e-05,1.449,934.14,3.14151211465,1.40218714712e-05
84,mean,9656.69241667,0.0232327586207,0.0,1.35,2.91249181263e-05,1.45353448276,934.14,3.14151250422,1.39666728888e-05
85,best,9640.027,0.0255,0.0,1.35,2.91752294288e-05,1.449,934.14,3.14151211465,1.40218714712e-05
85,mean,9649.26681329,0.0236392405063,0.0,1.35,2.91473178883e-05,1.45272151899,934.14,3.14151239773,1.39829684021e-05
86,best,9630.02775,0.02475,0.0,1.35,2.92055228783e-05,1.4505,934.14,3.1415121144,1.40261214593e-05
86,mean,9645.20733434,0.0239277108434,0.0,1.35,2.91595838626e-05,1.45214457831,934.14,3.14151233209,1.39927970659e-05
87,best,9640.027,0.02625,0.0,1.35,2.91752294288e-05,1.4475,934.14,3.14151203119,1.40321858056e-05
87,mean,9642.24905556,0.024212962963,0.0,1.35,2.91685274409e-05,1.45157407407,934.14,3.14151227587,1.40009983526e-05
88,best,9620.0285,0.0255,0.0,1.35,2.92358799925e-05,1.449,934.14,3.14151194723,1.40510206647e-05
88,mean,9637.55659706,0.0244235294118,0.0,1.35,2.91827283517e-05,1.45115294118,934.14,3.14151221341,1.40107002466e-05
89,best,9620.0285,0.02625,0.0,1.35,2.92358799925e-05,1.4475,934.14,3.14151186359,1.40613564409e-05
89,mean,9634.77098397,0.0249038461538,0.0,1.35,2.91911658048e-05,1.45019230769,934.14,3.14151213682,1.40213472641e-05
90,best,9610.02925,0.0255,0.0,1.35,2.92662989523e-05,1.449,934.14,3.14151186325,1.40656402839e-05
90,mean,9631.61299695,0.0251890243902,0.0,1.35,2.92007410657e-05,1.44962195122,934.14,3.14151207874,1.40298635322e-05
91,best,9610.02925,0.02625,0.0,1.35,2.92662989523e-05,1.4475,934.14,3.14151177953,1.40759868142e-05
91,mean,9630.40746835,0.0254050632911,0.0,1.35,2.92043973383e-05,1.44918987342,934.14,3.14151204459,1.40345937394e-05
92,best,9610.02925,0.02625,0.0,1.35,2.92662989523e-05,1.4475,934.14,3.14151177953,1.40759868142e-05
92,mean,9624.67100893,0.0256964285714,0.0,1.35,2.92218027902e-05,1.44860714286,934.14,3.14151196416,1.40469628337e-05
93,best,9600.03,0.02625,0.0,1.35,2.92967833957e-05,1.4475,934.14,3.14151169529,1.40906486826e-05
93,mean,9621.59464759,0.0259246987952,0.0,1.35,2.92311433002e-05,1.44815060241,934.14,3.14151191291,1.40545991316e-05
94,best,9600.03,0.027,0.0,1.35,2.92967833957e-05,1.446,934.14,3.14151161131,1.41010218084e-05
94,mean,9619.54073171,0.0260213414634,0.0,1.35,2.92373875132e-05,1.44795731707,934.14,3.14151188489,1.40589338631e-05
95,best,9600.03,0.02775,0.0,1.35,2.92967833957e-05,1.4445,934.14,3.14151152716,1.41114107877e-05
95,mean,9615.8119488,0.02625,0.0,1.35,2.92487187484e-05,1.4475,934.14,3.14151182804,1.40675378089e-05
96,best,9600.03,0.02775,0.0,1.35,2.92967833957e-05,1.4445,934.14,3.14151152716,1.41114107877e-05
96,mean,9613.97957099,0.0263518518519,0.0,1.35,2.92542918706e-05,1.4472962963,934.14,3.14151180127,1.40716234275e-05
97,best,9590.03075,0.027,0.0,1.35,2.93273296847e-05,1.446,934.14,3.14151152681,1.41157242378e-05
97,mean,9609.09908721,0.0265901162791,0.0,1.35,2.92691550618e-05,1.44681976744,934.14,3.14151173352,1.40820667022e-05
98,best,9590.03075,0.0285,0.0,1.35,2.93273296847e-05,1.443,934.14,3.14151135815,1.41365397656e-05
98,mean,9606.3390506,0.0268660714286,0.0,1.35,2.92775689126e-05,1.44626785714,934.14,3.14151167938,1.40899286902e-05
99,best,9590.03075,0.02775,0.0,1.35,2.93273296847e-05,1.4445,934.14,3.14151144257,1.41261240491e-05
99,mean,9604.3670241,0.0270903614458,0.0,1.35,2.92835802502e-05,1.44581927711,934.14,3.14151163762,1.40959253773e-05
100,best,9580.0315,0.02775,0.0,1.35,2.93579414574e-05,1.4445,934.14,3.1415113578,1.41408688521e-05
100,mean,9600.39141867,0.0272439759036,0.0,1.35,2.929571486e-05,1.44551204819,934.14,3.14151158687,1.41038886525e-05
101,best,9580.0315,0.0285,0.0,1.35,2.93579414574e-05,1.443,934.14,3.14151127329,1.41512954405e-05
101,mean,9595.14664535,0.027226744186,0.0,1.35,2.931173092e-05,1.44554651163,934.14,3.14151154447,1.41113621487e-05
102,best,9570.03225,0.02775,0.0,1.35,2.93886150757e-05,1.4445,934.14,3.14151127286,1.41556434443e-05
102,mean,9590.5307125,0.02743125,0.0,1.35,2.93258322472e-05,1.4451375,934.14,3.14151148248,1.41209867634e-05
103,best,9570.03225,0.0285,0.0,1.35,2.93886150757e-05,1.443,934.14,3.14151118827,1.41660809265e-05
103,mean,9586.94456173,0.0275092592593,0.0,1.35,2.93367936171e-05,1.44498148148,934.14,3.14151144338,1.41273459874e-05
104,best,9570.03225,0.0285,0.0,1.35,2.93886150757e-05,1.443,934.14,3.14151118827,1.41660809265e-05
104,mean,9583.20773235,0.0276970588235,0.0,1.35,2.93482356082e-05,1.44460588235,934.14,3.14151139056,1.41354657468e-05
105,best,9570.03225,0.02925,0.0,1.35,2.93886150757e-05,1.4415,934.14,3.1415111035,1.41765343824e-05
105,mean,9580.40184259,0.0280277777778,0.0,1.35,2.93568230933e-05,1.44394444444,934.14,3.14151132953,1.41441977421e-05
106,best,9560.033,0.02925,0.0,1.35,2.94193541777e-05,1.4415,934.14,3.1415110182,1.41913623671e-05
106,mean,9577.92639474,0.0284506578947,0.0,1.35,2.93644232586e-05,1.44309868421,934.14,3.14151126083,1.41537386656e-05
107,best,9560.033,0.02925,0.0,1.35,2.94193541777e-05,1.4415,934.14,3.1415110182,1.41913623671e-05
107,mean,9571.87421711,0.0285197368421,0.0,1.35,2.93829783626e-05,1.44296052632,934.14,3.14151120159,1.41636453701e-05
108,best,9560.033,0.03075,0.0,1.35,2.94193541777e-05,1.4385,934.14,3.14151084795,1.42123392594e-05
108,mean,9570.83219,0.02887,0.0,1.35,2.93861862641e-05,1.44226,934.14,3.14151115312,1.4170071982e-05
109,best,9540.0345,0.03,0.0,1.35,2.94810251944e-05,1.44,934.14,3.14151076185,1.42316137313e-05
109,mean,9566.85067045,0.0291732954545,0.0,1.35,2.9398427304e-05,1.44165340909,934.14,3.14151108487,1.41802040266e-05
110,best,9540.0345,0.03,0.0,1.35,2.94810251944e-05,1.44,934.14,3.14151076185,1.42316137313e-05
110,mean,9561.81858036,0.0295357142857,0.0,1.35,2.94138879629e-05,1.44092857143,934.14,3.14151100093,1.41927210041e-05
111,best,9540.0345,0.03,0.0,1.35,2.94810251944e-05,1.44,934.14,3.14151076185,1.42316137313e-05
111,mean,9559.16886728,0.0297407407407,0.0,1.35,2.94220422847e-05,1.44051851852,934.14,3.14151095505,1.41995201025e-05
112,best,9530.03525,0.03,0.0,1.35,2.95119571092e-05,1.44,934.14,3.14151067593,1.42465457447e-05
112,mean,9556.65975904,0.0300722891566,0.0,1.35,2.94297781266e-05,1.43985542169,934.14,3.14151089593,1.42078917069e-05
